season,game_id,event_index,decision,call_type,luna_level,sonnet_level,final_level,final_source
2022-23,0022200546,5,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200546,6,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200546,8,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200546,9,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200546,10,INC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200546,11,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200546,12,CC,Foul: Personal Take,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200546,13,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200546,14,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200546,15,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200546,16,CNC,Foul: Loose Ball,legal,legal,legal,sonnet
2022-23,0022200546,17,CNC,Foul: Personal,legal,legal,legal,sonnet
2022-23,0022200546,18,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200546,19,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200552,0,CNC,Foul: Offensive,none,none,none,sonnet
2022-23,0022200552,1,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200552,2,CC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200552,3,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200552,4,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200552,5,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200552,6,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200552,7,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200552,8,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200552,9,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200552,10,CNC,Foul: Offensive,none,none,none,sonnet
2022-23,0022200552,11,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200552,12,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200552,14,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200552,15,CNC,Foul: Away from Play,marginal,,marginal,luna
2022-23,0022200552,16,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200552,17,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200552,18,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200552,19,CNC,Foul: Shooting,affecting,marginal,marginal,sonnet
2022-23,0022200552,20,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200552,21,CNC,Foul: Offensive,unclear,legal,legal,sonnet
2022-23,0022200552,22,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200552,24,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200552,25,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200552,26,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200552,27,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200552,29,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200552,30,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200552,31,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200552,32,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200552,33,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200552,34,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200554,0,CNC,Foul: Shooting,legal,legal,legal,sonnet
2022-23,0022200554,2,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200554,3,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200554,4,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200554,5,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200554,6,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200554,8,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200554,9,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200554,10,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200556,0,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200556,1,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200556,2,CNC,Foul: Offensive,none,none,none,sonnet
2022-23,0022200556,3,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200556,5,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200556,6,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200556,7,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200556,8,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200556,9,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200556,10,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200556,11,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200556,12,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200556,13,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200556,14,CNC,Foul: Loose Ball,legal,,legal,luna
2022-23,0022200556,16,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200556,17,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200556,18,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200556,19,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200556,20,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,1,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,2,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,3,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,5,CNC,Foul: Offensive,none,none,none,sonnet
2022-23,0022200558,6,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200558,7,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200558,8,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,9,CNC,Foul: Offensive,legal,marginal,marginal,sonnet
2022-23,0022200558,10,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,11,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,12,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200558,13,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200558,15,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,16,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,17,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200558,18,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,19,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,20,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,21,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,22,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,23,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,24,CNC,Foul: Away from Play,marginal,,marginal,luna
2022-23,0022200558,25,CNC,Foul: Shooting,none,,none,luna
2022-23,0022200558,26,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,27,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200558,28,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,29,INC,Foul: Offensive,affecting,,affecting,luna
2022-23,0022200558,30,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,31,INC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200558,32,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,33,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,35,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200558,36,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,37,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,38,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,39,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,40,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200558,41,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200558,42,CNC,Foul: Away from Play,marginal,,marginal,luna
2022-23,0022200558,43,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,44,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200558,45,CNC,Foul: Away from Play,marginal,,marginal,luna
2022-23,0022200558,46,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,47,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,48,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,50,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,51,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,52,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200558,54,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,55,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200558,56,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,58,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,59,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200558,60,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,63,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,64,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,65,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200558,66,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,67,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200558,68,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200558,69,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200558,70,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,71,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,72,CNC,Foul: Away from Play,marginal,,marginal,luna
2022-23,0022200558,73,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200558,74,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200558,75,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200558,76,CNC,Foul: Shooting,legal,legal,legal,sonnet
2022-23,0022200563,0,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200563,1,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,4,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,5,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200563,6,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200563,7,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200563,8,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,9,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,10,CNC,Foul: Offensive,unclear,legal,legal,sonnet
2022-23,0022200563,11,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200563,12,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,13,CNC,Foul: Personal,affecting,marginal,marginal,sonnet
2022-23,0022200563,14,CC,Foul: Away from Play,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200563,15,CNC,Foul: Offensive,unclear,legal,legal,sonnet
2022-23,0022200563,16,CNC,Foul: Shooting,none,none,none,sonnet
2022-23,0022200563,17,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200563,18,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200563,19,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,20,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200563,21,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200563,22,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200563,23,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200563,24,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,25,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200563,26,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200563,27,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200563,28,CNC,Foul: Shooting,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200565,1,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200565,2,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200565,3,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200565,4,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200565,5,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200565,6,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200565,7,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200565,8,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200565,9,CC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200565,10,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200565,11,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200565,12,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200565,13,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200565,14,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200565,15,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200565,16,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200565,17,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200565,18,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200567,0,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200567,1,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200567,2,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,3,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200567,4,CC,Foul: Offensive,affecting,,affecting,luna
2022-23,0022200567,5,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,6,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,7,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200567,8,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200567,9,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200567,10,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,11,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200567,12,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200567,13,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,14,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200567,15,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200567,16,INC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200567,17,CNC,Foul: Shooting,none,none,none,sonnet
2022-23,0022200567,18,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,19,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200567,20,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,21,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200567,22,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,23,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,24,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,25,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200567,26,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200567,28,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,29,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200567,30,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200567,31,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200567,32,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200567,33,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200567,34,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,35,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200567,36,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200567,37,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200567,38,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200568,0,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200568,1,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200568,2,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200568,4,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200568,5,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200568,6,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200568,7,INC,Foul: Offensive,affecting,,affecting,luna
2022-23,0022200568,9,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200568,14,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200569,0,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200569,1,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,2,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,3,CNC,Foul: Personal,none,none,none,sonnet
2022-23,0022200569,4,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200569,5,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,6,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200569,7,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,8,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,9,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200569,10,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,12,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200569,13,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,14,CC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200569,15,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,16,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200569,17,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200569,18,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,20,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,21,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,22,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,23,CC,Foul: Flagrant Type 1,affecting,,affecting,luna
2022-23,0022200569,24,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200569,25,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,26,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,27,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,28,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,29,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,30,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200569,32,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,33,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,34,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200569,35,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200569,36,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,37,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,38,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200569,39,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200569,40,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,41,INC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200569,42,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,43,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,45,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,46,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200569,47,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200569,48,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,49,CNC,Foul: Personal,legal,marginal,marginal,sonnet
2022-23,0022200569,50,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,51,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,52,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200569,53,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,54,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200569,55,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200569,56,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200569,57,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200569,58,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200569,59,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200569,60,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200569,61,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,62,INC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200569,63,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200569,64,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200569,65,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200569,66,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,67,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,68,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200569,69,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200569,70,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200569,71,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200573,0,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200573,1,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200573,2,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200573,3,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200573,4,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200573,5,CC,Foul: Double Technical,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200573,6,CC,Foul: Double Technical,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200573,7,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200573,8,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200573,9,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200573,10,CNC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200573,11,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200573,12,CNC,Foul: Shooting,legal,legal,legal,sonnet
2022-23,0022200573,13,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200573,14,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200573,15,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200573,16,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200573,17,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200573,18,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200573,19,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200573,20,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200573,21,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200573,23,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200574,0,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200574,3,CNC,Foul: Shooting,legal,marginal,marginal,sonnet
2022-23,0022200574,4,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200574,5,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200574,6,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200574,7,CC,Foul: Shooting,unclear,,unclear,luna
2022-23,0022200574,8,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200574,9,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200574,10,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200574,11,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200574,12,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2022-23,0022200574,13,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200575,0,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200575,1,CC,Foul: Loose Ball,affecting,,affecting,luna
2022-23,0022200575,2,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200575,3,CNC,Foul: Offensive,none,none,none,sonnet
2022-23,0022200575,4,CNC,Foul: Offensive,legal,legal,legal,sonnet
2022-23,0022200575,5,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200575,6,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200575,7,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200575,8,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200575,9,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200575,10,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200575,11,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200575,12,CNC,Foul: Offensive,none,,none,luna
2022-23,0022200575,13,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200575,15,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200575,16,CNC,Foul: Personal,legal,,legal,luna
2022-23,0022200575,17,CNC,Foul: Offensive,legal,,legal,luna
2022-23,0022200575,18,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200575,19,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200580,0,CNC,Foul: Offensive,none,none,none,sonnet
2022-23,0022200580,1,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200580,2,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200580,3,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200580,4,CNC,Foul: Offensive,marginal,,marginal,luna
2022-23,0022200580,5,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200580,6,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200580,7,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200580,9,CNC,Foul: Personal,unclear,marginal,marginal,sonnet
2022-23,0022200580,10,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200580,11,CNC,Foul: Shooting,legal,,legal,luna
2022-23,0022200580,12,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200580,13,CNC,Foul: Loose Ball,marginal,,marginal,luna
2022-23,0022200580,14,CC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200580,15,CNC,Foul: Shooting,marginal,,marginal,luna
2022-23,0022200582,0,CC,Foul: Personal,affecting,,affecting,luna
2022-23,0022200582,1,CNC,Foul: Personal,marginal,,marginal,luna
2022-23,0022200582,2,INC,Foul: Shooting,affecting,,affecting,luna
2022-23,0022200582,3,CC,Foul: Personal,affecting,,affecting,luna
